id,source_file,ref_formid,base_formid,base_editorid,base_signature,pos_x,pos_y,pos_z,rot_z
1289881,DLCworkshop01.esm,02000C37,0001C9FF,BldWoodPBgWall02,STAT,2048.0,1312.0,256.0,0.0
1289882,DLCworkshop01.esm,02000C38,0001C9FF,BldWoodPBgWall02,STAT,2048.0,1568.0,256.0,0.0
1289883,DLCworkshop01.esm,02000C39,0001C9FF,BldWoodPBgWall02,STAT,2048.0,1824.0,256.0,0.0
1289884,DLCworkshop01.esm,02000C3B,0001A7F8,BldWoodPSmCeilOnly01,STAT,2048.0,1312.0,512.0,90.0
1289885,DLCworkshop01.esm,02000C3E,0001A7F8,BldWoodPSmCeilOnly01,STAT,2304.0,1312.0,512.0,90.0
1289886,DLCworkshop01.esm,02000C3F,0001A81F,BldWoodPSmFlrOnly01,STAT,2304.0,1312.0,256.0,90.0
1289887,DLCworkshop01.esm,02000C41,0001A7F8,BldWoodPSmCeilOnly01,STAT,2560.0,1312.0,512.0,90.0
1289888,DLCworkshop01.esm,02000C42,0001A81F,BldWoodPSmFlrOnly01,STAT,2560.0,1312.0,256.0,90.0
1289889,DLCworkshop01.esm,02000C43,0001C9FF,BldWoodPBgWall02,STAT,2304.0,1312.0,256.0,270.0
1289890,DLCworkshop01.esm,02000C44,0001C9FF,BldWoodPBgWall02,STAT,2560.0,1312.0,256.0,270.0
1289891,DLCworkshop01.esm,02000C46,0001A81F,BldWoodPSmFlrOnly01,STAT,2560.0,1568.0,256.0,90.0
1289892,DLCworkshop01.esm,02000C47,0001A7F8,BldWoodPSmCeilOnly01,STAT,2560.0,1568.0,512.0,90.0
1289893,DLCworkshop01.esm,02000C49,0001A81F,BldWoodPSmFlrOnly01,STAT,2304.0,1568.0,256.0,90.0
1289894,DLCworkshop01.esm,02000C4A,0001A7F8,BldWoodPSmCeilOnly01,STAT,2304.0,1568.0,512.0,90.0
1289895,DLCworkshop01.esm,02000C4C,0001A81F,BldWoodPSmFlrOnly01,STAT,2560.0,2080.0,256.0,90.0
1289896,DLCworkshop01.esm,02000C4D,0001A7F8,BldWoodPSmCeilOnly01,STAT,2560.0,2080.0,512.0,90.0
1289897,DLCworkshop01.esm,02000C4F,0001A81F,BldWoodPSmFlrOnly01,STAT,2304.0,2080.0,256.0,90.0
1289898,DLCworkshop01.esm,02000C50,0001A7F8,BldWoodPSmCeilOnly01,STAT,2304.0,2080.0,512.0,90.0
1289899,DLCworkshop01.esm,02000C52,0001A81F,BldWoodPSmFlrOnly01,STAT,2560.0,1824.0,256.0,90.0
1289900,DLCworkshop01.esm,02000C53,0001A7F8,BldWoodPSmCeilOnly01,STAT,2560.0,1824.0,512.0,90.0
1289901,DLCworkshop01.esm,02000C55,0001A81F,BldWoodPSmFlrOnly01,STAT,2304.0,1824.0,256.0,90.0
1289902,DLCworkshop01.esm,02000C56,0001A7F8,BldWoodPSmCeilOnly01,STAT,2304.0,1824.0,512.0,90.0
1289903,DLCworkshop01.esm,02000C58,0001A7F8,BldWoodPSmCeilOnly01,STAT,2816.0,1568.0,512.0,90.0
1289904,DLCworkshop01.esm,02000C59,0001A81F,BldWoodPSmFlrOnly01,STAT,2816.0,1568.0,256.0,90.0
1289905,DLCworkshop01.esm,02000C5B,0001A7F8,BldWoodPSmCeilOnly01,STAT,2816.0,1824.0,512.0,90.0
1289906,DLCworkshop01.esm,02000C5C,0001A81F,BldWoodPSmFlrOnly01,STAT,2816.0,1824.0,256.0,90.0
1289907,DLCworkshop01.esm,02000C5E,0001A7F8,BldWoodPSmCeilOnly01,STAT,2816.0,2080.0,512.0,90.0
1289908,DLCworkshop01.esm,02000C5F,0001A81F,BldWoodPSmFlrOnly01,STAT,2816.0,2080.0,256.0,90.0
1289909,DLCworkshop01.esm,02000C60,0001C9FF,BldWoodPBgWall02,STAT,2816.0,1568.0,256.0,180.0001
1289910,DLCworkshop01.esm,02000C61,0001C9FF,BldWoodPBgWall02,STAT,2816.0,1824.0,256.0,180.0001
1289911,DLCworkshop01.esm,02000C62,0001C9FF,BldWoodPBgWall02,STAT,2816.0,2080.0,256.0,180.0001
1289912,DLCworkshop01.esm,02000C63,0001C9FF,BldWoodPBgWall02,STAT,2816.0,2080.0,256.0,90.0001
1289913,DLCworkshop01.esm,02000C64,0001C9FF,BldWoodPBgWall02,STAT,2560.0,2080.0,256.0,90.0001
1289914,DLCworkshop01.esm,02000C66,0001CA0D,BldWoodPBgWallCorner01,STAT,2432.0,2208.0,256.0,270.0
1289915,DLCworkshop01.esm,02000C67,0001CA0D,BldWoodPBgWallCorner01,STAT,1920.0,1952.0,256.0,90.0
1289916,DLCworkshop01.esm,02000C12,0002FBF9,NpcBedGroundSleep01,FURN,1983.785645,2280.030762,256.0,0.0
1289917,DLCworkshop01.esm,02000C13,0001E597,BldWoodPBgRoomCorner03,SCOL,2304.0,2336.0,256.0,0.0
1289918,DLCworkshop01.esm,02000C14,000DB85E,NPCBedInstituteSleep02,FURN,1876.763672,2077.897217,256.0,0.0
1289919,DLCworkshop01.esm,02000927,0001E599,BldWoodPBgRoomCorner04,SCOL,2304.0,2080.0,256.0,0.0
1289920,DLCworkshop01.esm,02000929,0001E595,BldWoodPBgRoomCorner02,SCOL,2048.0,2336.0,256.0,0.0
1289921,DLCworkshop01.esm,0200092A,00000032,COCMarkerHeading,STAT,2176.0,2176.0,256.0,0.0
1289922,DLCworkshop01.esm,0200092F,0001A7F8,BldWoodPSmCeilOnly01,STAT,2048.0,2080.0,512.0,90.0
1289923,DLCworkshop01.esm,02000930,0001C9FF,BldWoodPBgWall02,STAT,2048.0,2080.0,256.0,270.0
1289924,DLCworkshop01.esm,02000931,0001CA05,BldWoodPBgWall05,STAT,1940.329468,2080.0,256.0,0.0
1289925,DLCworkshop01.esm,02000932,0001A81F,BldWoodPSmFlrOnly01,STAT,1792.0,2080.0,256.0,90.0
1289926,DLCworkshop01.esm,02000933,0001C9FE,BldWoodPBgWall01,STAT,1792.0,2080.0,256.0,270.0
1289927,DLCworkshop01.esm,02000934,0001E5AB,BldWoodPBgRoomICorner04,SCOL,2048.0,2080.0,256.0,0.0
1289928,DLCworkshop01.esm,02000935,0001CA01,BldWoodPBgWall03,STAT,1792.0,2080.0,256.0,90.0
1289929,DLCworkshop01.esm,02000936,0001A7F8,BldWoodPSmCeilOnly01,STAT,1792.0,2080.0,512.0,90.0
1289930,DLCworkshop01.esm,02000922,0001E597,BldWoodPBgRoomCorner03,SCOL,2304.0,2336.0,256.0,0.0
1289931,DLCworkshop01.esm,02000BE6,0001C9FE,BldWoodPBgWall01,STAT,2048.0,2336.0,256.0,0.0
1289932,DLCworkshop01.esm,02000BE7,0001C9FE,BldWoodPBgWall01,STAT,2048.0,2336.0,256.0,90.0
1289933,DLCworkshop01.esm,02000BE8,0001E597,BldWoodPBgRoomCorner03,SCOL,2304.0,2336.0,256.0,0.0
1289934,DLCworkshop01.esm,02000BE9,00019742,RandomOmni03NS,LIGH,-1431.648438,1437.553955,3200.437988,1.146
1289935,DLCworkshop01.esm,02000BEA,00019742,RandomOmni03NS,LIGH,-1524.783203,1310.895752,2960.758789,1.146
1289936,DLCworkshop01.esm,02000BEB,00019742,RandomOmni03NS,LIGH,-1497.289307,1349.699463,2628.194336,1.146
1289937,DLCworkshop01.esm,02000BEC,0001D493,defaultLight04,LIGH,1616.770508,3183.415039,3213.022949,0.0
1289938,DLCworkshop01.esm,02000BED,0001D492,defaultLight03,LIGH,1616.770508,1295.05249,-309.027893,0.0
1289939,DLCworkshop01.esm,02000BEE,0001D491,defaultLight01,LIGH,-1540.630493,2239.233887,-309.027893,0.0
1289940,DLCworkshop01.esm,02000BEF,0001D490,defaultLight02,LIGH,4774.171387,2239.233887,3213.022949,0.0
1289941,DLCworkshop01.esm,02000BF0,00000032,COCMarkerHeading,STAT,2176.0,2208.0,256.0,0.0
1289942,DLCworkshop01.esm,02000BF1,0001E599,BldWoodPBgRoomCorner04,SCOL,2304.0,2080.0,256.0,0.0
1289943,DLCworkshop01.esm,02000BF2,0001E593,BldWoodPBgRoomCorner01,SCOL,2048.0,2080.0,256.0,0.0
1289944,DLCworkshop01.esm,02000BF3,0001A81F,BldWoodPSmFlrOnly01,STAT,2048.0,2336.0,256.0,90.0
1289945,DLCworkshop01.esm,02000BF4,0001A7F8,BldWoodPSmCeilOnly01,STAT,2048.0,2336.0,512.0,90.0
1289946,DLCworkshop01.esm,02000BE5,0000003B,XMarker,STAT,2167.782471,2099.20459,255.999939,0.0
