id,source_file,ref_formid,base_formid,base_editorid,base_signature,pos_x,pos_y,pos_z,rot_z
1791917,ccSBJFO4003-Grenade.esl,FE007136,000EEBED,fragGrenade,WEAP,-8594.390625,6906.887695,1453.299927,0.0
1791918,ccSBJFO4003-Grenade.esl,FE00712D,00000021,CollisionMarker,STAT,-8396.539062,6979.149414,1416.438599,216.7606
1791919,ccSBJFO4003-Grenade.esl,FE00712C,000EA1B9,NpcChairModernDomesticSit01,FURN,-8394.445312,6981.954102,1392.771362,216.7606
1791920,ccSBJFO4003-Grenade.esl,FE00712B,00024572,NPCInvWallLean01,FURN,-8631.020508,6882.305664,1393.330444,195.0
1791921,ccSBJFO4003-Grenade.esl,FE007173,00107BD6,BaseballGrenade,WEAP,-7241.421387,6048.70752,2367.938721,0.0
1791922,ccSBJFO4003-Grenade.esl,FE007172,00059A77,BaseballGlove,MISC,-7243.762207,6050.224121,2365.4104,61.2916
1791923,ccSBJFO4003-Grenade.esl,FE007171,0008E736,BaseballBat,WEAP,-7256.078125,6061.537109,2400.654297,92.73
1791924,ccSBJFO4003-Grenade.esl,FE00716F,000211DD,BeerBottleEmpty01,MISC,-7211.343262,6200.765625,1624.690674,179.7547
1791925,ccSBJFO4003-Grenade.esl,FE00716E,000211DD,BeerBottleEmpty01,MISC,-7224.190918,6203.29541,1622.131592,0.0
1791926,ccSBJFO4003-Grenade.esl,FE00716D,000366C1,Whiskey,ALCH,-6780.625977,5728.968262,2416.245605,57.2958
1791927,ccSBJFO4003-Grenade.esl,FE00716C,0008E36E,Cigar_Lit01,MISC,-6823.629395,5725.624512,2418.245605,0.0
1791928,ccSBJFO4003-Grenade.esl,FE00716B,0008E371,Ashtray01_Filled,MISC,-6822.844727,5725.653809,2416.245605,0.0
1791929,ccSBJFO4003-Grenade.esl,FE00716A,FE007126,ccSBJFO4003_PiggyBankMine,WEAP,-6814.40625,5717.187988,2421.385254,189.0391
1791930,ccSBJFO4003-Grenade.esl,FE007169,00059AB4,Chessboard,MISC,-6805.385254,5735.925781,2416.245605,34.3775
1791931,ccSBJFO4003-Grenade.esl,FE007168,00059B14,TeddyBear,MISC,-6792.473145,5752.758301,2423.921387,45.8366
1791932,ccSBJFO4003-Grenade.esl,FE007167,00000021,CollisionMarker,STAT,-6803.853516,5735.600098,2378.06958,0.0
1791933,ccSBJFO4003-Grenade.esl,FE007166,0001F440,FederalistTableCircle01,STAT,-6803.853516,5735.600098,2359.745605,0.0
1791934,ccSBJFO4003-Grenade.esl,FE007164,001AE1F9,Beercrate_Moveable,MSTT,-7208.531738,6205.480469,1621.975708,356.9199
1791935,ccSBJFO4003-Grenade.esl,FE00717A,FE007170,ccSBJFO4003_DH,NPC_,-8940.966797,6403.374512,1409.035034,0.0
1791936,ccSBJFO4003-Grenade.esl,FE007179,000B21EF,LvlTriggermanHumanOnlyPistol,NPC_,-8685.657227,6292.273438,1409.035034,0.0
1791937,ccSBJFO4003-Grenade.esl,FE00714F,000B21EF,LvlTriggermanHumanOnlyPistol,NPC_,-6910.984375,5972.240723,2371.020996,0.0
1791938,ccSBJFO4003-Grenade.esl,FE007150,000B21EF,LvlTriggermanHumanOnlyPistol,NPC_,-7095.975098,6039.072266,2368.662598,0.0
1791939,ccSBJFO4003-Grenade.esl,FE00714E,FE007148,ccSBJFO4003_LvlMerchant,NPC_,-7337.375488,5724.651367,2357.294678,222.4902
1791940,ccSBJFO4003-Grenade.esl,FE007142,FE007141,ccSBJFO4003_SuggsVendorChest,CONT,-8582.722656,6744.411621,1297.924194,0.0
1791941,ccSBJFO4003-Grenade.esl,FE007135,FE007134,ccSBJFO4003_TerminalMain,TERM,-8343.244141,6840.901367,1390.659546,109.0
1791942,ccSBJFO4003-Grenade.esl,FE007130,FE007129,ccSBJFO4003_Suggs,NPC_,-8599.904297,6662.270508,1392.771362,211.031
1791943,ccSBJFO4003-Grenade.esl,FE00712E,000E210E,NPCSmokeIdleMarker,IDLM,-8586.71875,6761.702148,1390.822388,199.5718
1791944,ccSBJFO4003-Grenade.esl,FE007050,0003251F,DefaultSetStageTriggerPlayerOnly,ACTI,1969.608398,1623.228271,481.912415,102.1692
1791945,ccSBJFO4003-Grenade.esl,FE007254,000913CA,Knife,WEAP,845.838135,1812.615845,508.556671,9.1691
1791946,ccSBJFO4003-Grenade.esl,FE00714B,0003251F,DefaultSetStageTriggerPlayerOnly,ACTI,1533.868042,1671.277344,481.912415,102.1692
1791947,ccSBJFO4003-Grenade.esl,FE00715D,FE007F9E,ccSBJFO4003_Ammo40mmFrag,AMMO,991.517883,1874.392578,500.296387,15.1634
1791948,ccSBJFO4003-Grenade.esl,FE007258,0008E36F,Cigar_Off01,MISC,845.872803,1785.506836,491.893036,182.3833
1791949,ccSBJFO4003-Grenade.esl,FE007257,000FC104,ClothesBowlerHat,ARMO,862.968262,1824.495728,494.938202,133.9572
1791950,ccSBJFO4003-Grenade.esl,FE007256,0008E371,Ashtray01_Filled,MISC,847.641785,1784.218506,488.858704,0.0
1791951,ccSBJFO4003-Grenade.esl,FE00717C,FE007126,ccSBJFO4003_PiggyBankMine,WEAP,1281.384033,1680.741943,474.633057,0.7563
1791952,ccSBJFO4003-Grenade.esl,FE007252,FE007126,ccSBJFO4003_PiggyBankMine,WEAP,839.696411,1788.320435,494.135223,179.6425
1791953,ccSBJFO4003-Grenade.esl,FE007160,FE007126,ccSBJFO4003_PiggyBankMine,WEAP,854.111267,1829.071045,531.146912,0.4051
1791954,ccSBJFO4003-Grenade.esl,FE00715F,FE007126,ccSBJFO4003_PiggyBankMine,WEAP,859.159241,1842.895996,531.146912,0.4051
1791955,ccSBJFO4003-Grenade.esl,FE00715E,FE007126,ccSBJFO4003_PiggyBankMine,WEAP,863.802917,1854.81311,531.146912,0.4051
1791956,ccSBJFO4003-Grenade.esl,FE00714A,FE007133,ccSBJFO4003_MarvinNote01,BOOK,992.244873,1844.175049,481.503845,279.7942
1791957,ccSBJFO4003-Grenade.esl,FE00715C,FE007F99,ccSBJFO4003_PipeGrenadeLauncher,WEAP,982.061584,1825.612793,483.450989,265.9719
1791958,ccSBJFO4003-Grenade.esl,FE007253,00059B14,TeddyBear,MISC,848.025818,1809.99646,494.684174,0.0925
1791959,ccSBJFO4003-Grenade.esl,FE007147,0000003B,XMarker,STAT,1555.255859,1679.32373,453.003418,314.1635
1791960,ccSBJFO4003-Grenade.esl,FE007144,000B21EF,LvlTriggermanHumanOnlyPistol,NPC_,1189.628052,1890.122192,404.499176,102.1692
1791961,ccSBJFO4003-Grenade.esl,FE007145,000B21EF,LvlTriggermanHumanOnlyPistol,NPC_,1066.618774,1662.016113,404.127777,62.0622
1791962,ccSBJFO4003-Grenade.esl,FE007146,00000021,CollisionMarker,STAT,1468.930176,1692.317871,481.912415,102.1692
